brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Mahindra,2,23000,Individual,Diesel,Manual,16.55,2498,105,6,1000000
Maruti,5,44160,Dealer,Diesel,Manual,24.52,1248,88.5,7,670000
Toyota,4,60100,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1750000
Maruti,3,35000,Dealer,Petrol,Manual,21.21,1197,81.8,5,650000
Volkswagen,6,26000,Dealer,Petrol,Automatic,16.93,1197,103.2,5,645000
Skoda,4,37000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1975000
Maruti,6,69000,Dealer,CNG,Manual,33.54,998,67.04,5,350000
Mahindra,5,52000,Dealer,Diesel,Manual,25.32,1198,77,5,375000
Skoda,11,72000,Dealer,Petrol,Automatic,9.3,2771,193.1,5,385000
Hyundai,4,50740,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,600000
Maruti,9,120000,Individual,LPG,Manual,26.2,998,58.2,5,260000
Renault,3,8627,Dealer,Petrol,Manual,21.74,999,67,5,385000
Hyundai,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,595000
Tata,4,35000,Individual,Petrol,Manual,20.3,1199,84,5,570000
BMW,3,23000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4000000
Honda,4,30000,Dealer,Petrol,Manual,17.8,1497,117.3,5,925000
Ford,3,36000,Dealer,Diesel,Manual,23,1498,98.96,5,825000
Hyundai,7,35000,Individual,Petrol,Manual,18.9,1197,82,5,425000
Kia,2,6000,Dealer,Petrol,Manual,16.8,1497,113.4,5,1425000
Volkswagen,2,4200,Dealer,Petrol,Manual,15.04,1598,103.2,5,875000
Toyota,10,60251,Dealer,Diesel,Manual,12.99,2494,100.6,7,460000
BMW,5,37000,Dealer,Diesel,Automatic,17.66,2993,261.49,4,6400000
Honda,14,20000,Individual,Petrol,Manual,13.5,1799,130,5,265000
Volkswagen,6,52000,Individual,Petrol,Manual,15.04,1598,103.2,5,510000
Hyundai,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
Mahindra,5,100000,Individual,Diesel,Manual,16,1997,140,7,925000
Hyundai,6,58000,Dealer,Diesel,Manual,22.54,1396,88.73,5,490000
Maruti,7,58000,Dealer,Petrol,Manual,16.1,1197,85,5,380000
Maruti,4,60000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
Toyota,9,121000,Dealer,Diesel,Manual,12.8,2494,102,8,750000
Audi,8,35000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1375000
Hyundai,8,70175,Dealer,Diesel,Manual,21.27,1396,88.76,5,395000
Maruti,4,19000,Individual,Petrol,Manual,23.1,998,67.04,5,410000
Ford,6,50000,Dealer,Diesel,Manual,22.7,1498,89.84,5,590000
Hyundai,3,62000,Dealer,Diesel,Manual,22.1,1396,88.7,5,925000
Hyundai,11,53000,Individual,Petrol,Manual,20.36,1197,78.9,5,170000
Honda,14,75075,Dealer,Petrol,Manual,17.7,1497,78,5,200000
Hyundai,5,78000,Dealer,Diesel,Manual,21.9,1396,90,5,560000
Hyundai,5,38900,Individual,Petrol,Manual,18.6,1197,81.83,5,580000
Honda,2,10000,Individual,Diesel,Automatic,23.8,1498,78.9,5,795000
Maruti,4,44000,Dealer,Diesel,Manual,26.21,1248,88.5,5,815000
Toyota,13,200000,Individual,Diesel,Manual,12.8,2494,102,8,600000
Jeep,3,70000,Individual,Diesel,Manual,16.3,1956,170,5,1750000
Honda,6,42380,Dealer,Diesel,Manual,25.8,1498,98.6,5,359000
Maruti,9,37000,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
Tata,5,60000,Individual,Diesel,Manual,27.28,1047,69,5,400000
Maruti,9,55294,Individual,Petrol,Manual,20.92,998,67.1,5,251000
Hyundai,5,32615,Dealer,Diesel,Manual,23.9,1582,126.2,5,850000
Mahindra,7,113000,Dealer,Diesel,Manual,15.4,2523,75,7,685000
Maruti,3,12000,Individual,Petrol,Automatic,22,1197,81.8,5,800000
Kia,2,11800,Dealer,Diesel,Automatic,17.8,1493,113.4,5,1810000
Skoda,8,149028,Dealer,Diesel,Manual,20.5,1598,103.5,5,273000
Volkswagen,9,58700,Dealer,Petrol,Manual,16.47,1198,73.9,5,299000
Mahindra,5,57000,Individual,Diesel,Manual,15.4,2179,120,7,890000
Toyota,4,86032,Dealer,Diesel,Manual,13.68,2393,147.8,7,1850000
Maruti,6,47000,Dealer,Petrol,Manual,21.4,1197,83.1,5,570000
Hyundai,5,47500,Dealer,Petrol,Manual,18.9,1197,82,5,450000
Hyundai,8,136700,Dealer,Diesel,Automatic,22.32,1582,126.32,5,350000
Maruti,3,4700,Dealer,Petrol,Manual,21.01,1197,81.8,5,675000
Honda,7,45000,Dealer,Petrol,Manual,17.8,1497,117.3,5,690000
Maruti,6,48000,Dealer,Petrol,Manual,22.74,796,47.3,5,215000
Honda,13,57000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,250000
Tata,3,25000,Individual,Petrol,Manual,23.84,1199,84,5,450000
Land Rover,10,65000,Dealer,Diesel,Automatic,10.2,3628,308,7,2899000
Maruti,8,82000,Dealer,Diesel,Manual,19.3,1248,73.9,5,489000
Skoda,8,40000,Individual,Petrol,Manual,13.14,1798,160,5,430000
Honda,7,52000,Dealer,Petrol,Manual,18,1198,86.7,5,375000
Hyundai,2,12000,Individual,Petrol,Manual,17,1591,121.3,5,1150000
Skoda,4,19000,Dealer,Petrol,Manual,15,1598,103.6,5,725000
Maruti,3,61000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,745000
MG,1,1001,Dealer,Diesel,Manual,17.41,1956,167.68,5,2000000
Maruti,5,45000,Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
Maruti,4,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,760000
Renault,5,50000,Individual,Diesel,Manual,19.87,1461,83.8,5,850000
Mercedes-Benz,5,79090,Dealer,Diesel,Automatic,11.3,2987,254.8,7,4500000
Maruti,4,84900,Dealer,Petrol,Manual,17.5,1373,91.1,7,800000
Mahindra,4,40000,Individual,Petrol,Manual,18.15,1198,82,6,500000
Maruti,3,25000,Individual,Diesel,Manual,24.3,1248,88.5,5,985000
Mahindra,3,32525,Dealer,Diesel,Manual,16.5,1493,70,7,765000
Force,5,60000,Individual,Diesel,Manual,17,2596,80.8,5,700000
Honda,4,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
Maruti,10,70000,Individual,Petrol,Manual,20.92,998,67.1,5,165000
Datsun,2,2500,Individual,Petrol,Manual,22.7,799,53.64,5,300000
Maruti,3,28563,Dealer,Petrol,Manual,21.4,1197,83.1,5,550000
Mahindra,4,58446,Dealer,Diesel,Manual,15.4,2179,120,7,900000
Honda,5,17012,Dealer,Petrol,Automatic,19,1199,88.7,5,540000
Maruti,5,65000,Individual,CNG,Manual,26.6,998,58.16,5,315000
Mercedes-Benz,10,82000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,2450000
Mahindra,6,120000,Individual,Diesel,Manual,16,2179,140,7,850000
Hyundai,4,33000,Dealer,Petrol,Manual,18.6,1197,81.83,5,695000
Toyota,9,97000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1175000
Maruti,4,60000,Dealer,Diesel,Manual,26.59,1248,74,5,725000
Hyundai,3,60000,Individual,Diesel,Manual,22.1,1396,88.7,5,875000
Maruti,5,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,475000
Hyundai,6,175000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
Maruti,5,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,1000000
Honda,4,61000,Dealer,Diesel,Manual,26,1498,98.6,5,870000
Volkswagen,5,28000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,565000
Hyundai,8,15000,Individual,Petrol,Manual,18.5,1197,82.9,5,375000
Maruti,3,9000,Individual,Diesel,Manual,26.82,1498,93.87,5,950000
Mahindra,6,60000,Individual,Diesel,Manual,15.1,2179,140,7,660000
Maruti,7,96000,Individual,Diesel,Manual,25.2,1248,74,5,480000
Mahindra,8,113000,Dealer,Diesel,Manual,16,2179,140,7,650000
Maruti,13,97000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
Volkswagen,9,35000,Individual,Diesel,Manual,22.07,1199,73.9,5,290000
Maruti,7,36000,Dealer,Petrol,Manual,17.5,1197,85.8,5,435000
Maruti,3,48000,Individual,Diesel,Manual,28.4,1248,74,5,600000
Hyundai,8,50000,Individual,Petrol,Manual,18.5,1197,82.85,5,425000
Maruti,3,12500,Individual,Petrol,Manual,22,1197,81.8,5,650000
Maruti,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000
Volkswagen,9,30000,Dealer,Petrol,Manual,16.47,1198,73.9,5,300000
Maruti,11,107600,Dealer,Diesel,Manual,17.8,1248,75,5,400000
Hyundai,7,35144,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
Toyota,11,145000,Dealer,Diesel,Manual,12.99,2494,100,8,675000
Maruti,2,12509,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,5,875000
Honda,5,47000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,550000
Honda,5,80000,Dealer,Petrol,Automatic,18,1497,117.3,5,680000
Hyundai,7,72000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,725000
Maruti,4,63001,Dealer,Diesel,Manual,24.52,1248,88.5,7,725000
Mahindra,12,120000,Individual,Diesel,Manual,13.6,2523,63,7,525000
Volkswagen,8,47000,Dealer,Petrol,Manual,16.09,1598,103.2,5,425000
Maruti,15,60000,Individual,Petrol,Manual,18.9,998,67.1,5,120000
Maruti,5,57200,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
Ford,5,89000,Dealer,Diesel,Automatic,10.91,3198,197,7,2395000
BMW,9,50000,Dealer,Diesel,Automatic,18.88,1995,184,5,845000
Maruti,2,1700,Dealer,Petrol,Manual,21.56,1462,103.25,5,990000
Maruti,4,32000,Dealer,Diesel,Manual,24.3,1248,88.5,5,845000
Toyota,12,250000,Individual,Diesel,Manual,12.8,2494,102,8,600000
Toyota,7,15000,Individual,Diesel,Manual,12.99,2494,100.6,7,925000
Hyundai,3,15000,Dealer,Petrol,Manual,18.6,1197,81.83,5,660000
BMW,6,74898,Dealer,Diesel,Automatic,18.88,1995,184,5,1600000
Maruti,4,85000,Dealer,Diesel,Manual,24.3,1248,88.5,5,735000
Maruti,7,115000,Individual,Diesel,Manual,23.4,1248,74,5,521000
Hyundai,2,15000,Dealer,Petrol,Manual,18.6,1197,81.86,5,620000
Audi,10,69000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,925000
Maruti,5,34000,Dealer,Petrol,Manual,21.01,1197,81.8,5,520000
Renault,8,58327,Dealer,Diesel,Manual,19.01,1461,108.45,5,415000
Mahindra,18,198565,Individual,Diesel,Manual,10.5,2179,120,8,150000
Datsun,5,40000,Individual,Petrol,Manual,19.44,1198,67,7,400000
BMW,7,75000,Dealer,Diesel,Automatic,11.5,2993,235,5,3100000
Maruti,15,55000,Dealer,Petrol,Manual,16.1,1197,85,5,145000
Maruti,4,70000,Individual,Diesel,Manual,25.2,1248,74,5,600000
Mahindra,9,18053,Dealer,Diesel,Manual,16.55,2498,105,7,436000
Hyundai,4,23082,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
Hyundai,7,34400,Dealer,Petrol,Manual,18.9,1197,82,5,495000
Maruti,4,75000,Dealer,Diesel,Manual,27.39,1248,74,5,645000
Audi,7,40000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2375000
Maruti,5,21000,Dealer,Petrol,Manual,20.73,1373,91.1,5,615000
Maruti,4,21000,Dealer,Diesel,Manual,26.32,1498,93.87,5,625000
Tata,3,21000,Dealer,Diesel,Automatic,21.5,1497,108.5,5,960000
Hyundai,6,45000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
Hyundai,8,48000,Dealer,Petrol,Automatic,17.01,1591,121.4,5,490000
Maruti,9,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,550000
Ford,4,140000,Individual,Diesel,Manual,23,1498,98.96,5,800000
Maruti,1,2000,Dealer,Petrol,Manual,21.4,1197,83.1,5,675000
Mercedes-Benz,4,35000,Dealer,Petrol,Automatic,12,1991,181.03,5,3945000
Honda,7,50000,Individual,Petrol,Manual,18,1198,86.7,5,400000
Hyundai,10,76000,Individual,Petrol,Manual,19.81,1086,68.05,5,270000
Maruti,5,37072,Dealer,Petrol,Manual,21.4,1197,83.1,5,615000
Hyundai,10,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
Maruti,3,26938,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,855000
Maruti,3,13300,Individual,Petrol,Manual,22,1197,81.8,5,650000
Mahindra,10,205000,Individual,Diesel,Automatic,11.79,2179,120,8,460000
Toyota,11,94000,Dealer,Diesel,Manual,12.8,2494,102,8,675000
Maruti,3,36000,Dealer,Diesel,Manual,28.09,1248,88.5,5,975000
Maruti,7,43500,Dealer,Petrol,Manual,23.1,998,67.04,5,319000
Ford,6,30000,Individual,Diesel,Manual,22.77,1498,98.59,5,565000
Toyota,7,95000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1449000
Mercedes-Benz,4,24000,Dealer,Petrol,Automatic,15,1991,194.4,5,4100000
BMW,10,56000,Dealer,Diesel,Automatic,16.07,1995,181,5,690000
Mahindra,6,69666,Dealer,Diesel,Manual,16.5,1493,70,7,625000
Honda,4,26000,Individual,Petrol,Manual,18.7,1199,88.7,5,700000
Audi,9,38000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1175000
Honda,3,19790,Dealer,Petrol,Manual,17.5,1199,88.7,5,770000
Maruti,2,25000,Individual,Petrol,Manual,15.37,1196,73,5,411000
Toyota,5,68194,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1950000
Maruti,3,50000,Individual,Diesel,Automatic,28.4,1248,74,5,793000
Maruti,6,15000,Individual,Petrol,Manual,20.73,1373,91.1,5,610000
Hyundai,13,74000,Dealer,Petrol,Manual,17.92,1086,62.1,5,150000
Maruti,11,68000,Dealer,Petrol,Manual,22,1197,81.8,5,245000
Maruti,6,50000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
Mahindra,5,43405,Trustmark Dealer,Diesel,Manual,25.32,1198,77,5,475000
Toyota,5,46000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1550000
Hyundai,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,275000
Tata,2,20000,Individual,Diesel,Manual,17,1956,138.1,5,1750000
Honda,5,54000,Individual,Diesel,Manual,27.3,1498,98.6,5,400000
Maruti,2,35000,Individual,Petrol,Manual,23.95,998,67.05,5,380000
Mahindra,6,79304,Dealer,Diesel,Manual,16,2179,140,7,985000
Mahindra,11,40000,Individual,Diesel,Manual,13.6,2523,63,7,380000
Maruti,4,23000,Individual,Petrol,Manual,23.95,998,67.05,5,390000
Hyundai,6,52000,Dealer,Diesel,Manual,21.19,1396,88.73,5,600000
Maruti,4,20000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,710000
Hyundai,4,47961,Dealer,Petrol,Manual,18.9,1197,81.86,5,550000
Honda,16,68000,Individual,Petrol,Manual,13,1493,100,5,65000
Tata,1,5125,Dealer,Diesel,Manual,17,1956,167.67,5,1650000
Volkswagen,6,260000,Individual,Diesel,Automatic,21.21,1498,103.2,5,700000
Maruti,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,790000
BMW,4,55000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3600000
Ford,3,63001,Dealer,Diesel,Manual,23.8,1499,98.97,5,600000
Maruti,3,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,830000
Hyundai,5,20000,Individual,Diesel,Manual,21.19,1396,88.73,5,699000
Mercedes-Benz,8,73000,Dealer,Diesel,Automatic,14.84,2143,170,5,1075000
Hyundai,9,148000,Individual,Diesel,Manual,22.32,1582,126.32,5,400000
Hyundai,7,89800,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
Audi,5,58000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,2675000
Mercedes-Benz,13,72000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,999000
Mahindra,4,68000,Dealer,Diesel,Manual,15.4,2179,120,8,1269000
Maruti,11,74804,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
Maruti,17,80000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
Hyundai,7,37000,Dealer,Petrol,Manual,18.6,1197,81.83,5,495000
Maruti,4,21000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
Hyundai,8,34000,Dealer,Diesel,Manual,21.9,1396,88.76,5,325000
Mahindra,5,56000,Individual,Diesel,Manual,15.4,2523,75,9,875000
Maruti,4,33529,Dealer,Petrol,Automatic,19.12,1373,91.1,5,925000
Honda,9,37323,Dealer,Petrol,Manual,17,1497,118,5,400000
Maruti,8,40200,Dealer,Petrol,Manual,18.9,998,67.1,5,325000
Mercedes-Benz,3,15000,Dealer,Diesel,Automatic,11,2987,258,7,8000000
Maruti,8,105000,Individual,Petrol,Manual,19.1,1197,85.8,5,400000
Maruti,6,61000,Dealer,Diesel,Manual,26.21,1248,88.5,5,511000
Honda,4,29000,Dealer,Petrol,Manual,17.4,1497,117.6,5,790000
Renault,8,63000,Dealer,Diesel,Manual,20.45,1461,83.8,5,415000
Ford,4,25000,Individual,Diesel,Manual,24.29,1498,99,5,650000
Volkswagen,5,110000,Individual,Diesel,Manual,20.14,1498,88.7,5,550000
Hyundai,6,70000,Dealer,Diesel,Manual,22.54,1396,88.73,5,590000
Toyota,2,25000,Individual,Diesel,Manual,13.68,2393,147.8,8,1950000
Ford,3,15850,Dealer,Diesel,Manual,26.1,1498,99.23,5,690000
Mahindra,5,36000,Individual,Petrol,Manual,18.15,1198,82,5,400000
Maruti,7,77000,Dealer,Diesel,Manual,25.2,1248,74,5,525000
Hyundai,6,83563,Trustmark Dealer,Diesel,Automatic,17.01,1582,126.2,5,985000
Volkswagen,4,41000,Dealer,Petrol,Automatic,18.19,1197,103.5,5,750000
Porsche,7,110000,Dealer,Diesel,Automatic,15.15,2967,240,5,4500000
Mercedes-Benz,11,94000,Dealer,Diesel,Automatic,14.21,2143,203,5,1350000
Mercedes-Benz,14,50000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,800000
Renault,2,2709,Dealer,Petrol,Manual,20,999,71,7,575000
Maruti,5,42000,Dealer,Petrol,Automatic,20.51,998,67,5,445000
Honda,5,27000,Dealer,Petrol,Manual,17,1497,118,5,775000
Mercedes-Benz,7,75000,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1450000
Maruti,5,46000,Dealer,Diesel,Manual,24.52,1248,88.5,7,640000
Ford,2,31000,Individual,Petrol,Manual,18.16,1196,86.8,5,525000
Mahindra,6,80000,Individual,Diesel,Manual,15.4,2179,120,7,920000
BMW,13,94603,Dealer,Petrol,Automatic,10.9,2497,215,5,650000
Honda,5,60060,Dealer,Petrol,Manual,17.8,1497,117.3,5,675000
Maruti,11,11000,Dealer,CNG,Manual,26.83,796,38.4,5,185000
Hyundai,5,60000,Dealer,Diesel,Manual,21.38,1396,88.7,5,770000
Honda,11,78000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,475000
Skoda,9,87000,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
Maruti,4,39000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
Hyundai,10,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
BMW,11,79000,Dealer,Diesel,Automatic,16.73,1995,218,5,1750000
Toyota,13,95000,Dealer,Diesel,Manual,12.99,2494,100.6,8,525000
Maruti,10,25000,Individual,Petrol,Manual,19.7,796,46.3,5,160000
Hyundai,3,10080,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,720000
Maruti,8,70000,Individual,Petrol,Manual,22.74,796,47.3,5,157000
Maruti,5,61149,Dealer,Petrol,Manual,19.01,1462,103.26,7,755000
Tata,4,100000,Individual,Diesel,Manual,14.1,2179,153.86,7,900000
Hyundai,8,70000,Dealer,Diesel,Manual,24,1186,73.97,5,310000
Mercedes-Benz,8,39000,Dealer,Diesel,Automatic,19.27,2143,170,5,1349000
Ford,2,30000,Individual,Diesel,Manual,26.1,1498,99.23,5,660000
Maruti,5,77658,Dealer,CNG,Manual,33.44,796,40.3,4,325000
Volkswagen,3,30000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,951000
Maruti,12,108000,Dealer,Diesel,Manual,17.8,1248,75,5,275000
Mahindra,4,35000,Dealer,Diesel,Manual,15.4,1997,120,7,1280000
Mahindra,2,37000,Dealer,Diesel,Manual,16.5,1493,70,7,950000
Maruti,14,53000,Individual,Petrol,Manual,18.9,998,67.1,5,130000
Hyundai,4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,680000
Maruti,4,46931,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,500000
Maruti,5,47000,Individual,Diesel,Manual,24.3,1248,88.5,5,870000
Tata,2,30000,Individual,Diesel,Manual,14.1,2179,153.86,7,1270000
Hyundai,10,66084,Dealer,Petrol,Manual,20.36,1197,78.9,5,343000
BMW,9,78000,Individual,Diesel,Automatic,17.05,1995,184,5,951000
Mahindra,7,114000,Dealer,Diesel,Manual,15.1,2179,140,7,690000
Renault,4,30000,Individual,Petrol,Automatic,24.04,999,67,5,320000
Honda,11,57977,Dealer,Petrol,Manual,17,1497,118,5,299000
Hyundai,3,16285,Dealer,Petrol,Manual,18.6,1197,81.83,5,675000
Audi,5,52476,Dealer,Diesel,Automatic,12.07,2967,241.4,7,3125000
Kia,1,13000,Dealer,Petrol,Automatic,16.8,1497,113.4,5,1650000
Hyundai,6,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,444000
Maruti,4,23000,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
Toyota,6,70000,Dealer,Diesel,Manual,12.8,2494,102,7,885000
Mahindra,8,130000,Individual,Diesel,Manual,12.05,2179,120,8,550000
Hyundai,4,50000,Individual,Diesel,Manual,23.9,1582,126.2,5,1100000
Honda,9,49049,Dealer,Petrol,Automatic,13.1,2354,141.1,5,750000
Renault,9,66000,Individual,Diesel,Manual,19.01,1461,108.45,5,428000
Maruti,2,3000,Dealer,Petrol,Manual,21.01,1197,81.8,5,640000
Mahindra,11,160000,Individual,Diesel,Manual,10.5,2609,120,7,300000
Skoda,8,52000,Dealer,Petrol,Manual,15,1598,103.5,5,425000
Hyundai,9,97000,Dealer,Diesel,Automatic,22.32,1582,126.3,5,480000
Ford,3,25000,Individual,Petrol,Manual,19,1194,94.68,5,650000
Hyundai,9,57001,Dealer,Petrol,Automatic,16.95,1197,78.9,5,404000
Mahindra,18,120000,Individual,Diesel,Manual,13.6,2523,63,7,100000
Mahindra,10,60000,Individual,Diesel,Manual,13.5,2179,115,5,400000
Hyundai,11,52000,Dealer,Petrol,Manual,20.36,1197,78.9,5,280000
Maruti,4,9000,Dealer,Petrol,Manual,21.4,1197,83.1,5,595000
Maruti,4,18767,Dealer,Petrol,Manual,23.26,1197,88.5,5,760000
Hyundai,4,55000,Dealer,Petrol,Manual,18.9,1197,81.86,5,415000
Maruti,9,110000,Individual,Diesel,Manual,22.9,1248,74,5,440000
Hyundai,2,14200,Dealer,Petrol,Manual,17,1591,121.3,5,945000
Hyundai,6,150000,Individual,Diesel,Manual,21.19,1396,88.73,5,620000
Hyundai,12,52000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
Ford,2,14000,Dealer,Diesel,Manual,23,1498,98.96,5,1240000
Renault,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,244000
Honda,4,70000,Dealer,Diesel,Manual,25.6,1498,97.9,5,875000
Volkswagen,4,28000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,860000
Hyundai,3,33000,Dealer,Diesel,Manual,22,1582,126.2,5,1090000
Maruti,3,18000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
Hyundai,7,70000,Dealer,Diesel,Manual,22.54,1396,88.76,5,340000
Ford,5,40000,Individual,Petrol,Manual,18.16,1196,86.8,5,500000
Maruti,6,55000,Dealer,Petrol,Manual,20.73,1373,91.1,5,550000
Maruti,5,68500,Dealer,Petrol,Automatic,17.03,1373,91.1,7,765000
Maruti,13,110000,Individual,Petrol,Manual,19.7,796,46.3,5,120000
Maruti,7,50000,Dealer,Petrol,Manual,22.74,796,47.3,5,240000
MG,2,9293,Dealer,Petrol,Automatic,13.96,1451,141,5,1630000
Honda,5,34000,Individual,Diesel,Manual,26,1498,98.6,5,1025000
Kia,2,10097,Dealer,Petrol,Automatic,16.8,1353,138,5,1850000
Maruti,3,57000,Dealer,Petrol,Manual,23.95,998,67.1,5,390000
Honda,8,119462,Dealer,Diesel,Manual,24.7,1498,98.63,5,425000
Maruti,9,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,335000
Skoda,5,46002,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1750000
Maruti,5,63581,Dealer,Petrol,Manual,20.85,1197,83.14,5,575000
Hyundai,5,50000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000
Renault,4,15335,Dealer,Petrol,Manual,23.01,999,67,5,380000
Maruti,8,80000,Individual,Diesel,Manual,23.4,1248,74,5,390000
Maruti,13,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,165000
